host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_verifications_email,host_verifications_phone,host_verifications_work_email,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,property_type_Entire_rental_unit,property_type_Private_room_in_rental_unit,property_type_Private_room_in_home,property_type_Entire_condo,property_type_Entire_home,bathrooms_shared,bathrooms_private,bathrooms_num,amenities_Air_conditioning,amenities_Bed_linens,amenities_Carbon_monoxide_alarm,amenities_Cooking_basics,amenities_Dedicated_workspace,amenities_Dishes_and_silverware,amenities_Essentials,amenities_Fire_extinguisher,amenities_First_aid_kit,amenities_Free_street_parking,amenities_Hair_dryer,amenities_Hangers,amenities_Heating,amenities_Hot_water,amenities_Iron,amenities_Kitchen,amenities_Long_term_stays_allowed,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Self_check-in,amenities_Shampoo,amenities_Smoke_alarm,amenities_TV,amenities_Wifi,log_price
3398,12,100.0,34.0,0,1,2,1,1,40.72127,-73.99577,3,1.0,1.0,3,18,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,6.476972362889683
78,1,100.0,96.0,0,1,1,1,1,40.85681,-73.86439,2,1.0,1.0,1,365,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,5.204006687076795
2816,1,100.0,96.0,0,1,1,1,0,40.72521,-73.94655,2,1.0,1.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,4.382026634673881
749,1,100.0,100.0,1,2,2,1,1,40.76227,-73.87208,5,2.0,2.0,2,1125,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.062595033026967
3662,1,100.0,98.0,1,4,4,1,1,40.707176,-73.93998,2,1.0,1.0,3,1125,1,1,4,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.553876891600541
3750,1,100.0,57.0,1,2,2,1,1,40.65761,-73.96116,1,1.0,1.0,20,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,4.382026634673881
3226,1,100.0,96.0,0,4,4,1,1,40.75848,-73.992,2,1.0,1.0,3,1125,1,0,3,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.07753744390572
3149,1,100.0,73.0,0,1,6,1,1,40.68208,-73.94965,4,1.0,2.0,3,29,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.0106352940962555
781,1,94.0,100.0,1,101,106,1,1,40.70463,-74.00592,2,1.0,1.0,1,1125,1,0,101,0,101,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,5.953243334287785
2118,1,100.0,96.0,0,1,1,1,1,40.8729,-73.91877,4,1.0,4.0,30,1125,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.04305126783455
2493,1,100.0,100.0,1,1,1,1,1,40.64908,-73.92653,2,1.0,1.0,2,28,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,4.718498871295094
3497,24,80.0,56.0,0,1,1,1,1,40.71687,-73.95754,2,2.0,2.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,5.298317366548036
2674,12,100.0,100.0,1,1,5,1,1,40.76258,-73.9604,2,1.0,1.0,2,30,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4.736198448394496
698,1,100.0,100.0,1,50,50,1,1,40.7475,-73.99061,2,1.0,1.0,1,28,1,1,50,0,50,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,6.906754778648554
3485,1,100.0,96.0,0,1,1,1,1,40.71183,-73.95112,4,1.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,5.1647859739235145
3043,1,100.0,100.0,0,1,1,1,1,40.7132,-74.005,4,1.0,4.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.298317366548036
3110,1,90.0,76.0,0,1,4,1,1,40.80147552490234,-73.95636749267578,2,1.0,1.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.8377304471659395
3051,24,60.0,25.0,0,1,1,1,1,40.723,-73.98698,2,1.0,1.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,6.1070228877422545
3839,1,100.0,36.0,0,1,1,1,1,40.73491,-74.00151,4,2.0,4.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.529429087511423
2678,1,100.0,94.0,1,3,6,1,1,40.80692,-73.94347,4,1.0,4.0,3,28,1,0,3,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.278114659230517
4734,1,100.0,99.0,1,2,2,1,1,40.72399,-73.97777,1,1.0,1.0,2,1125,1,0,2,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.897839799950911
4297,1,100.0,97.0,1,30,40,1,1,40.73756,-73.9535,4,1.0,2.0,2,365,1,0,30,16,10,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,5.814130531825066
3308,12,100.0,100.0,1,1,1,1,0,40.85343,-73.78811,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.700480365792417
808,12,80.0,97.0,0,3,3,1,0,40.76846,-73.92074,2,1.0,1.0,3,30,1,1,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.867534450455582
1838,1,100.0,0.0,0,1,1,1,1,40.68859,-73.95214,4,2.0,2.0,30,30,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,5.521460917862246
1970,1,100.0,90.0,1,1,7,1,1,40.81742,-73.94239,2,1.0,1.0,3,15,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,4.770684624465665
2988,1,100.0,82.0,1,2,4,1,1,40.71734,-73.96215,1,1.0,1.0,2,1125,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,5.521460917862246
3014,1,100.0,96.0,0,1,1,1,0,40.81118,-73.94121,2,1.0,1.0,30,1125,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,3.912023005428146
3400,1,100.0,100.0,0,1,1,1,1,40.7399,-74.0021,3,2.0,2.0,30,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.796057750765372
3541,1,100.0,98.0,0,2648,7149,1,1,40.78118,-73.9818,4,1.0,2.0,1,365,1,1,50,6,44,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6.236369590203704
2234,1,100.0,83.0,0,1,2,0,1,40.66643,-73.95227,3,2.0,2.0,1,365,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,5.298317366548036
2363,1,100.0,98.0,1,1,2,1,1,40.71215,-73.96305,2,1.0,1.0,3,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4.787491742782046
4147,1,100.0,96.0,0,1,1,1,1,40.67737,-73.94297,3,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,4.382026634673881
2987,1,91.0,88.0,0,1,1,1,0,40.68491,-73.79561,2,1.0,1.0,1,30,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,4.48863636973214
4090,48,0.0,0.0,0,1,1,1,1,40.78721,-73.97168,4,1.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.521460917862246
3365,12,100.0,100.0,1,2,2,1,0,40.66191,-73.99438,3,2.0,2.0,30,1125,1,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.293304824724492
361,1,100.0,100.0,1,3,5,1,1,40.72921,-73.95833,2,1.0,1.0,1,365,1,1,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,6.025865973825314
2699,1,67.0,100.0,0,1,4,1,1,40.65643,-73.96108,4,2.0,2.0,2,365,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,5.393627546352362
2331,1,100.0,96.0,0,1,1,1,1,40.65504,-73.96156,1,1.0,1.0,4,15,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3.4339872044851463
3301,1,100.0,99.0,1,12,19,1,1,40.709068,-73.833115,2,1.0,1.0,30,730,1,0,11,3,8,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,2.5,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,3.9318256327243257
3116,1,80.0,100.0,0,1,2,1,1,40.7688437,-73.9549084,4,1.0,1.0,1,365,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,5.198497031265826
1437,1,100.0,100.0,0,1,1,1,0,40.65903,-73.98132,2,1.0,1.0,3,7,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,4.700480365792417
3520,1,100.0,100.0,0,1,1,1,1,40.73445,-73.92222,2,1.0,1.0,30,90,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.553876891600541
2647,12,96.0,47.0,0,1,4,1,1,40.72291,-73.90931,1,1.0,1.0,3,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3.8918202981106265
124,1,100.0,100.0,0,1,1,1,1,40.76122,-73.99148,3,1.0,1.0,1,100,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,5.749392985908253
429,1,100.0,100.0,1,10,10,1,1,40.69612,-73.85831,2,1.0,1.0,1,60,1,0,10,2,8,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,4.290459441148391
1312,12,100.0,94.0,1,1,1,1,1,40.6788,-73.90826,3,1.0,1.0,1,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,5.393627546352362
2349,12,100.0,81.0,1,1,1,1,1,40.84623,-73.94103,2,1.0,1.0,1,30,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.454347296253507
1497,1,100.0,98.0,1,4,6,1,0,40.672552418481686,-73.87853317111188,2,1.0,2.0,4,28,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,4.343805421853684
909,1,100.0,96.0,1,1,1,1,1,40.68128,-73.73261,4,1.0,2.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,5.247024072160486
2809,1,100.0,96.0,0,1,2,1,1,40.67533,-73.95742,3,1.0,2.0,14,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,4.442651256490317
1197,24,70.0,69.0,0,10,10,1,1,40.72107,-73.99284,2,1.0,1.0,30,365,1,0,10,10,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,5.075173815233827
2023,1,96.0,99.0,1,8,8,1,1,40.68754,-73.91138,3,1.0,1.0,1,29,1,0,8,1,7,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.2626798770413155
4007,1,100.0,96.0,0,1,1,1,1,40.79016,-73.97289,5,1.0,2.0,30,1125,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,5.855071922202427
1391,1,100.0,100.0,1,14,14,1,1,40.68355,-73.95402,2,1.0,1.0,1,1125,1,1,7,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,5.056245805348308
2478,24,100.0,100.0,0,2,2,1,0,40.74268,-73.90739,6,2.0,3.0,30,210,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.0106352940962555
602,1,97.0,99.0,0,16,16,1,1,40.74668,-73.99085,3,1.0,2.0,2,1125,1,0,16,0,6,10,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,4.8283137373023015
2525,1,100.0,96.0,0,1,1,1,0,40.69852,-73.92855,2,1.0,1.0,30,30,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.605170185988092
3003,1,100.0,87.0,0,2,2,1,1,40.63664,-74.02598,2,1.0,1.0,2,10,1,0,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,4.532599493153256
2323,1,100.0,100.0,1,1,1,1,0,40.60442,-74.0688,1,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,4.564348191467836
78,1,92.0,100.0,0,1,1,1,1,40.65263,-73.73418,1,1.0,1.0,3,90,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4.330733340286331
2608,1,100.0,96.0,0,1,1,1,1,40.73249,-73.99087,2,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,5.783825182329737
4087,1,100.0,90.0,0,1,1,1,1,40.68082,-73.95251,2,1.0,1.0,2,1125,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,4.812184355372417
2457,1,100.0,97.0,1,1,1,1,1,40.85177,-73.91254,4,2.0,2.0,2,365,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,5.209486152841421
4069,1,100.0,96.0,0,1,1,1,1,40.69158,-73.95634,6,2.0,3.0,30,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,4.787491742782046
2602,1,100.0,96.0,0,1,1,1,0,40.80097,-73.9489,2,1.0,1.0,30,1125,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,4.48863636973214
4172,12,100.0,39.0,0,1,1,1,0,40.72883,-73.98283,2,1.0,1.0,3,12,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,5.1647859739235145
3377,1,100.0,100.0,0,1,2,1,1,40.69271,-73.9431,2,1.0,1.0,4,60,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,4.852030263919617
2869,1,100.0,96.0,0,1,1,1,1,40.68933,-73.99277,2,1.0,1.0,30,90,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,4.787491742782046
379,1,100.0,100.0,0,2,2,1,1,40.78061,-73.91619,6,2.0,3.0,1,1125,1,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5.529429087511423
2948,12,100.0,88.0,0,1,3,1,0,40.75844,-73.92228,2,1.0,1.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.553876891600541
131,24,80.0,94.0,1,3,3,1,0,40.63978,-74.01866,2,1.0,1.0,2,365,1,0,3,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,4.605170185988092
2214,1,100.0,79.0,0,4,6,1,1,40.75836,-73.92828,1,1.0,1.0,30,1125,1,0,4,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.9512437185814275
487,1,100.0,100.0,1,1,1,1,0,40.70923,-73.94716,4,2.0,2.0,4,21,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,5.521460917862246
3941,1,100.0,96.0,0,2,2,1,1,40.67505,-73.9553,2,1.0,1.0,30,1125,0,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,4.07753744390572
4489,1,96.0,92.0,1,2,3,1,1,40.73398,-73.95396,4,2.0,1.0,2,1125,1,1,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,5.0369526024136295
2283,1,100.0,100.0,1,2,2,1,1,40.68549,-73.8617,4,2.0,3.0,3,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,4.700480365792417
4222,1,88.0,100.0,0,2,4,1,1,40.70264,-73.98808,6,2.0,3.0,2,1125,1,1,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,5.799092654460526
4212,1,100.0,100.0,0,1,2,1,1,40.7893,-73.97164,2,1.0,1.0,35,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.298317366548036
3283,1,100.0,100.0,1,1,1,1,1,40.69086,-73.94075,3,2.0,2.0,30,150,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,5.298317366548036
476,1,100.0,80.0,1,1,1,1,1,40.66682,-73.77002,5,3.0,4.0,3,28,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,5.209486152841421
2269,12,100.0,97.0,1,7,7,1,1,40.5591,-74.11823,2,1.0,1.0,2,1125,1,0,7,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.0106352940962555
974,1,100.0,100.0,0,3,3,1,0,40.70077,-73.89222,2,1.0,1.0,2,365,1,1,3,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.499809670330265
3304,1,100.0,96.0,0,1,2,1,1,40.71649,-73.9618,2,1.0,1.0,30,1125,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.74493212836325
2713,24,57.0,85.0,1,1,2,1,1,40.71017,-73.94854,2,1.0,1.0,4,21,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,4.6913478822291435
3359,1,100.0,98.0,1,1,1,1,1,40.681374,-73.9711,4,1.0,1.0,5,21,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,5.488937726156687
2057,1,100.0,83.0,0,3,3,1,0,40.82828,-73.94144,2,1.0,1.0,1,1125,1,0,3,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,4.3694478524670215
3093,12,96.0,96.0,0,2,3,1,1,40.69886,-73.91507,2,1.0,1.0,2,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,3.828641396489095
