,availability_30,availability_60,availability_90,availability_365
30411,0,0,0,0
30414,0,9,39,129
30415,4,28,40,92
30417,4,34,64,338
30418,12,42,72,347
30419,6,36,66,340
30421,29,58,88,88
30425,19,49,79,354
30427,5,11,40,68
30428,2,25,54,56
30433,24,54,84,359
30436,7,37,67,246
30440,0,0,0,216
30442,14,44,74,164
30444,22,52,82,357
30450,1,30,56,206
30457,2,9,13,169
30458,27,57,87,87
30459,0,27,57,189
30462,13,43,73,347
30467,11,39,69,318
30468,1,31,61,89
30469,12,42,72,347
30474,23,53,83,358
30477,28,58,88,359
30479,0,7,30,91
30481,17,47,77,257
30488,6,29,57,319
30489,3,15,20,161
30491,7,37,67,125
30497,10,39,69,344
30500,3,33,63,260
30507,4,33,63,338
30509,0,30,58,332
30510,6,15,18,276
30512,0,0,3,278
30515,14,19,19,19
30516,13,38,68,326
30520,13,43,73,348
30522,3,3,3,3
30523,10,40,70,233
30528,0,2,32,307
30532,19,49,79,79
30535,3,3,3,3
30537,5,33,63,152
30541,0,0,0,1
30542,0,0,0,0
30543,0,0,0,1
30544,3,5,13,196
30548,5,5,5,5
30549,13,43,73,347
30552,9,9,9,9
30558,30,60,90,365
30561,7,34,58,332
30562,11,11,25,109
30564,1,26,56,329
30568,13,43,73,347
30573,23,53,83,358
30574,2,30,60,213
30575,5,18,47,266
30583,6,36,65,65
30586,3,27,57,219
30591,7,37,67,324
30593,6,27,57,331
30594,25,55,85,359
30601,12,36,65,65
30612,24,37,37,37
30613,24,50,77,77
30614,26,56,86,361
30615,2,30,60,334
30616,8,38,68,343
30617,7,8,17,24
30620,16,46,76,350
30626,2,26,26,181
30627,0,19,30,242
30635,17,47,77,352
30638,6,36,66,341
30640,30,60,90,180
30642,25,55,85,360
30643,5,23,47,158
30644,17,47,77,77
30649,22,50,80,355
30650,6,35,65,213
30654,9,37,67,150
30656,14,40,40,40
30658,30,60,90,365
30662,14,44,73,73
30664,13,43,73,344
30666,4,30,57,316
30670,2,23,53,138
30671,20,41,60,110
30672,6,36,66,341
30673,2,10,24,203
30674,0,0,2,3
30678,21,51,81,354
30680,7,37,67,342
30682,9,33,50,102
30685,4,34,64,338
30690,15,42,72,162
30695,0,2,2,2
30703,13,43,73,100
30707,18,18,25,294
30717,8,38,68,68
30719,18,48,78,166
30721,4,34,64,64
30724,17,47,77,352
30725,29,59,89,179
30727,0,26,56,331
30729,5,34,64,203
30732,0,18,33,33
30734,0,27,51,253
30737,1,26,50,260
30738,13,42,72,347
30739,19,49,52,52
30740,7,37,67,341
30745,0,0,0,2
30747,20,50,80,80
30759,2,14,25,260
30760,4,12,21,198
30764,25,55,85,360
30768,3,3,23,177
30769,0,0,0,0
30770,6,29,59,149
30775,5,34,64,339
30777,8,37,67,247
30778,3,19,30,291
30779,6,36,66,155
30783,0,0,0,0
30785,2,32,62,337
30787,3,33,63,174
30788,18,48,78,168
30790,28,58,88,88
30804,14,43,73,73
30805,9,39,69,158
30809,0,0,0,0
30811,0,0,27,116
30814,10,37,67,334
30816,1,1,1,1
30817,16,46,76,164
30818,5,34,64,339
30820,6,24,47,47
30821,11,41,71,161
30822,13,31,61,336
30825,0,0,0,0
30826,7,37,67,94
30828,8,24,54,328
30830,2,12,42,263
30832,15,15,15,15
30836,9,23,45,312
30844,12,42,72,251
30849,30,60,90,179
30855,9,38,68,343
30856,14,43,73,73
30857,14,44,74,348
30859,3,21,35,220
30861,0,0,4,279
30862,9,22,26,26
30863,10,22,22,22
30865,3,28,58,311
30871,22,52,82,172
30874,0,2,32,32
30876,1,5,5,5
30882,30,60,90,90
30883,26,56,85,85
30884,29,59,88,88
30885,18,48,78,353
30886,14,44,74,348
30887,17,47,77,352
30888,0,0,0,0
30891,3,21,51,303
30894,14,32,62,321
30896,9,39,69,159
30897,28,58,88,362
30898,9,39,69,344
30904,16,46,76,104
30912,1,31,61,61
30913,26,56,86,361
30918,19,47,77,352
30936,0,0,0,0
30937,8,38,68,342
30938,0,0,0,33
30944,10,40,70,118
30947,18,47,77,349
30949,11,13,43,306
30950,22,51,81,356
30959,16,44,74,349
30960,2,26,56,330
30965,20,48,78,78
30966,9,39,69,69
30967,6,36,66,341
30970,0,0,0,0
30971,0,0,0,0
30974,1,28,58,58
30975,8,38,68,157
30976,16,40,69,69
30977,18,48,78,353
30980,19,49,79,354
30981,8,36,66,337
30982,19,49,79,169
30983,20,50,80,355
30994,16,46,76,346
30999,4,22,38,38
31001,6,36,66,156
31008,2,2,2,64
31011,19,49,79,354
31020,21,51,81,171
31022,10,39,69,344
31023,5,33,46,319
31029,0,2,31,31
31033,4,34,64,243
31034,1,3,6,100
31037,5,34,64,274
31039,20,45,75,350
31040,7,27,54,238
31041,14,44,74,74
31042,9,10,40,40
31045,15,45,69,69
31046,3,27,57,87
31047,12,36,62,337
31049,6,9,9,9
31062,0,0,0,0
31064,14,44,74,349
31065,0,0,4,279
31066,15,45,75,349
31067,19,48,78,78
31068,20,50,79,79
31069,18,48,77,77
31070,20,50,79,79
31071,0,0,0,180
31072,0,0,0,0
31073,2,26,49,59
31075,11,41,71,98
31077,27,57,87,362
31079,9,13,43,317
31083,6,36,66,156
31084,5,31,61,116
31087,0,27,39,58
31090,2,21,36,219
31091,6,23,46,57
31092,4,31,61,161
31093,6,36,66,340
31096,28,58,88,88
31097,23,53,82,82
31100,1,31,61,61
31102,8,38,68,68
31104,20,50,80,355
31105,24,54,84,173
31109,2,29,59,333
31115,1,13,39,39
31117,0,0,3,278
31122,16,46,76,76
31124,7,37,67,144
31125,9,39,69,69
31128,11,35,65,340
31129,0,0,0,0
31130,6,36,65,65
31131,30,60,90,365
31136,5,33,63,328
31137,7,37,67,67
31139,30,59,62,62
31141,8,38,67,67
31148,1,26,56,206
31149,0,0,0,0
31150,22,52,82,357
31151,17,47,77,256
31152,0,10,19,142
31153,17,18,48,48
31155,21,51,81,356
31160,6,23,53,130
31161,10,29,59,149
31162,10,32,62,326
31165,16,46,76,351
31167,2,3,6,70
31172,0,17,40,55
31175,7,27,56,56
31179,28,58,88,145
31180,5,35,65,339
31181,19,49,79,136
31182,25,55,85,142
31183,12,42,72,162
31185,6,36,66,148
31189,21,51,80,80
31191,7,36,66,156
31192,2,2,6,6
31193,4,30,60,335
31200,1,1,1,20
31214,6,35,65,72
31219,7,31,42,42
31220,6,6,10,279
31225,0,1,1,1
31226,24,36,66,341
31227,6,34,34,34
31240,0,0,0,0
31241,5,17,47,305
31242,19,49,79,79
31243,4,32,62,135
31244,30,60,90,364
31249,8,8,8,8
31250,3,3,16,262
31251,0,10,37,56
31253,13,43,73,163
31255,12,42,71,71
31257,8,8,8,8
31261,15,40,40,73
31262,0,18,48,137
31263,12,35,65,155
31264,20,50,80,354
31270,13,43,73,347
31271,17,47,77,352
31272,0,7,17,17
31275,2,22,44,134
31277,0,27,57,108
31281,20,50,74,348
31282,0,22,52,326
31283,12,30,60,335
31286,12,40,70,280
31288,3,3,17,204
31294,0,0,0,0
31295,2,2,2,237
31297,19,49,79,354
31298,13,43,73,348
31299,7,37,67,156
31300,5,35,65,314
31301,9,9,9,9
31302,0,0,0,0
31303,14,44,74,349
31307,4,34,64,135
31320,30,60,90,365
31324,11,40,70,344
31327,19,35,62,331
31336,26,56,86,361
31338,13,41,71,346
31340,4,34,64,153
31341,13,43,72,72
31342,2,32,62,146
31343,0,0,0,0
31344,27,57,87,362
31353,14,44,74,162
31358,0,0,0,0
31361,16,46,76,350
31364,4,4,8,174
31365,7,37,67,67
31366,0,16,40,164
31370,0,0,0,0
31373,30,60,90,364
31377,0,0,0,0
31385,12,38,68,157
31388,23,49,79,354
31392,12,42,72,347
31393,4,19,49,49
31394,4,34,64,338
31397,11,41,71,160
31402,25,55,85,85
31403,9,23,28,240
31404,3,18,43,43
31405,14,44,74,74
31406,12,42,72,161
31408,0,0,0,0
31411,16,44,44,292
31413,23,53,83,358
31416,18,41,41,74
31420,6,7,37,307
31421,19,49,79,354
31422,16,44,74,163
31424,7,37,67,332
31426,16,46,76,351
31434,0,0,4,77
31439,13,13,18,18
31441,9,39,63,123
31446,10,40,70,328
31447,11,39,69,344
31453,0,29,59,334
31459,4,19,49,299
31461,19,49,79,354
31463,0,0,0,0
31465,8,38,68,343
31468,14,44,74,349
31478,4,34,64,64
31489,9,39,69,69
31490,27,57,87,362
31492,2,2,9,59
31500,5,35,65,334
31505,15,40,40,83
31509,9,39,69,325
31513,25,55,85,360
31516,19,49,79,354
31517,26,56,86,86
31521,22,52,82,356
31524,21,51,81,356
31525,14,44,74,346
31528,9,39,69,343
31529,17,47,72,162
31530,1,26,51,318
31532,0,29,59,334
31536,30,60,90,180
31537,30,60,90,365
31539,12,42,72,72
31540,20,20,23,23
31541,4,21,21,21
31544,5,30,60,150
31545,21,51,80,80
31546,16,46,76,163
31547,0,0,0,68
31548,3,29,59,238
31549,17,47,77,165
31552,3,9,17,292
31554,15,45,75,350
31556,23,53,83,357
31560,30,60,90,180
31567,3,33,46,108
31570,12,42,72,347
31572,22,52,82,225
31574,18,18,31,31
31575,15,44,74,348
31576,10,40,70,335
31581,15,45,75,165
31586,6,16,33,192
31587,24,54,84,227
31588,24,54,84,227
31589,23,53,83,226
31590,29,59,89,232
31592,27,30,60,335
31601,15,42,72,347
31604,24,54,84,84
31606,5,35,65,337
31608,16,43,73,162
31611,13,43,73,346
31613,5,28,58,333
31615,16,46,76,219
31620,15,45,75,349
31625,4,10,10,29
31629,0,0,0,182
31630,4,34,64,243
31632,13,40,70,338
31634,17,42,70,105
31636,4,24,43,106
31637,11,41,71,346
31639,3,28,39,120
31642,1,1,1,1
31643,0,0,0,0
31644,20,50,80,355
31647,8,22,52,244
31649,0,0,0,0
31654,3,16,40,310
31656,3,31,61,128
31660,0,0,0,0
31668,22,52,82,351
31671,0,20,50,50
31672,10,26,55,55
31677,1,31,61,297
31678,4,32,62,337
31680,2,20,50,115
31682,6,21,25,181
31683,0,1,31,31
31684,0,0,0,41
31697,0,0,0,0
31702,21,51,81,81
31704,5,30,49,318
31705,3,24,51,301
31707,5,35,65,155
31710,17,44,74,349
31714,1,2,2,2
31716,29,59,89,364
31718,0,0,0,0
31721,3,16,34,158
31722,5,19,34,34
31723,29,59,89,364
31727,15,45,75,75
31729,22,52,82,96
31732,10,28,58,147
31733,7,33,63,309
31736,10,40,70,160
31737,0,0,0,0
31740,6,35,65,152
31741,1,23,40,262
31743,13,43,73,347
31748,24,54,84,359
31768,24,53,83,83
31772,3,30,52,327
31778,7,31,55,294
31783,1,2,2,220
31790,10,37,67,67
31791,21,51,80,80
31793,22,52,82,171
31794,10,40,70,345
31796,0,0,0,131
31799,0,0,3,3
31801,0,0,0,0
31810,12,41,71,161
31812,0,0,0,0
31814,7,8,8,32
31815,13,43,73,348
31820,26,56,86,176
31822,27,57,86,86
31823,13,43,73,347
31825,7,37,67,156
31826,10,40,70,345
31827,17,47,77,318
31829,25,55,85,326
31830,11,41,67,67
31831,11,11,11,39
31832,0,17,47,322
31833,2,32,62,299
31834,1,28,58,301
31838,6,6,6,6
31840,13,17,47,136
31842,13,43,73,348
31843,0,6,29,138
31846,29,59,89,179
31851,6,36,63,63
31852,11,41,68,68
31856,0,30,60,149
31857,20,50,80,347
31862,13,43,73,251
31868,14,14,22,22
31870,13,13,13,13
31875,0,27,57,116
31888,10,28,28,28
31892,25,55,85,265
31900,0,9,19,36
31901,18,28,28,28
31902,13,43,73,242
31903,6,34,34,34
31905,8,37,37,37
31908,14,44,74,164
31910,15,45,75,255
31911,0,0,27,116
31914,15,45,75,75
31916,1,30,60,60
31917,0,2,32,307
31922,0,0,0,0
31924,15,45,74,74
31927,10,40,70,344
31931,3,33,59,327
31932,23,53,83,140
31937,1,30,60,329
31941,4,34,64,339
31943,6,36,66,341
31947,10,34,64,64
31950,17,47,77,352
31953,4,34,64,154
31954,4,15,34,34
31955,8,38,67,67
31956,14,16,46,194
31959,8,38,68,68
31961,27,57,87,362
31964,25,55,85,175
31965,8,38,68,158
31966,11,40,70,324
31969,23,53,83,358
31977,20,50,80,354
31979,27,57,86,86
31984,8,38,68,68
31988,13,37,67,157
31989,0,0,0,199
31990,5,35,65,112
31992,25,55,85,359
31995,9,35,64,148
31996,4,33,63,63
31997,7,37,67,67
31998,27,57,87,177
32005,14,44,74,74
32006,2,25,51,128
32007,3,14,14,222
32010,16,46,75,75
32011,5,10,39,40
32016,17,47,77,352
32017,13,43,73,163
32018,5,35,40,312
32019,4,25,25,25
32020,20,46,76,76
32022,0,0,0,0
32024,13,42,48,112
32026,12,38,68,227
32027,30,60,90,365
32032,0,29,59,149
32033,1,3,33,300
32034,4,34,64,339
32038,23,53,83,83
32042,11,41,66,334
32047,29,59,89,179
32050,21,21,21,21
32052,13,43,73,343
32053,2,13,42,42
32055,1,31,61,336
32058,9,39,68,68
32059,3,33,63,338
32061,30,60,90,365
32063,15,45,75,350
32064,3,28,50,315
32067,3,33,63,337
32068,0,0,0,217
32069,1,4,4,4
32070,16,46,75,165
32071,1,23,40,81
32072,2,22,48,104
32074,3,33,63,153
32077,4,29,52,199
32078,1,16,16,263
32079,11,13,13,13
32086,23,53,82,82
32088,19,49,79,353
32089,27,57,87,361
32095,0,0,0,0
32099,5,34,64,134
32101,8,38,68,342
32103,6,29,59,333
32108,15,45,74,74
32109,2,15,43,72
32112,6,33,35,269
32113,0,2,24,238
32114,12,41,71,161
32115,2,2,13,223
32116,14,44,74,74
32117,10,40,70,345
32118,0,0,0,0
32119,7,37,67,153
32122,27,57,87,176
32123,4,34,63,63
32125,6,6,6,6
32126,12,38,68,343
32128,2,32,62,337
32129,27,28,28,28
32130,5,35,65,326
32131,7,37,67,342
32132,0,0,0,0
32133,4,34,64,64
32134,17,47,73,289
32136,13,39,69,342
32137,10,36,65,65
32140,17,47,77,77
32141,6,31,57,284
32142,14,14,29,29
32149,3,33,63,122
32152,4,14,32,86
32154,7,34,64,339
32157,9,30,58,58
32162,3,33,63,165
32164,18,48,69,154
32165,1,31,61,317
32166,16,46,75,75
32167,2,32,62,62
32174,24,54,84,202
32176,4,34,64,339
32177,8,38,68,343
32178,9,39,69,343
32180,0,0,0,0
32182,6,36,66,156
32183,9,31,31,31
32184,14,44,74,349
32188,26,56,86,176
32191,6,36,66,66
32192,5,27,57,302
32194,1,29,59,172
32195,6,36,66,341
32199,0,0,0,189
32204,8,38,68,343
32207,4,34,64,314
32216,7,24,54,322
32217,7,33,63,152
32218,6,21,21,21
32221,5,27,57,302
32222,14,44,74,164
32224,7,33,63,334
32227,0,25,55,137
32230,3,33,63,226
32231,1,31,60,60
32232,25,55,84,348
32236,10,40,66,327
32240,1,31,61,212
32241,5,35,65,339
32242,0,8,35,300
32246,0,8,35,300
32250,6,36,63,337
32251,27,57,87,362
32253,4,34,59,59
32254,15,45,75,165
32255,0,0,0,0
32260,0,26,44,242
32261,0,0,0,208
32262,23,53,83,358
32263,13,43,73,348
32265,12,42,72,347
32271,13,13,13,13
32275,3,12,23,143
32276,0,0,0,256
32278,8,38,67,67
32279,4,4,4,4
32280,3,3,3,3
32283,4,33,56,217
32285,1,29,34,34
32290,4,34,64,276
32291,18,48,78,352
32295,6,11,11,44
32302,14,44,74,349
32305,2,32,44,44
32306,20,50,80,80
32309,27,57,87,362
32311,5,34,64,154
32312,0,3,32,282
32314,9,39,69,317
32315,0,2,32,32
32320,15,39,69,249
32326,0,18,48,322
32328,8,38,68,343
32329,15,42,72,347
32330,2,27,57,300
32331,4,22,52,326
32333,10,13,13,13
32346,30,60,90,365
32349,0,9,32,93
32351,10,40,70,151
32352,17,47,77,77
32353,15,45,75,349
32355,10,31,56,293
32356,1,30,60,322
32358,0,20,49,49
32362,16,46,76,142
32368,8,38,68,335
32374,15,45,75,349
32375,1,1,8,8
32376,0,0,0,82
32380,14,42,42,167
32383,21,51,81,356
32386,6,10,10,10
32388,2,32,59,59
32392,30,60,90,364
32395,11,40,70,342
32396,3,32,62,337
32399,14,44,74,164
32401,11,39,65,65
32403,5,32,62,333
32407,11,41,71,331
32408,12,42,72,332
32409,10,40,70,345
32411,23,53,83,358
32412,0,29,49,133
32415,11,40,70,345
32416,13,43,73,344
32418,4,30,60,150
32422,1,31,61,151
32423,0,0,0,246
32425,0,0,0,0
32426,11,11,11,14
32428,19,49,79,79
32429,7,37,67,144
32430,11,11,11,155
32431,11,37,67,342
32434,0,0,3,3
32437,4,29,59,333
32443,5,33,63,152
32450,4,33,63,324
32453,5,24,54,322
32455,6,36,66,340
32456,1,27,55,318
32457,3,33,63,338
32458,0,1,31,306
32459,8,32,56,130
32464,2,6,36,216
32465,1,1,5,280
32482,28,58,88,363
32483,1,18,24,114
32489,30,60,90,90
32490,17,42,72,338
32491,6,30,30,30
32492,0,0,0,40
32493,2,30,33,33
32496,9,31,58,58
32497,6,32,62,333
32498,2,32,62,128
32501,0,0,0,0
32502,8,38,68,342
32503,0,29,59,323
32505,13,14,14,14
32507,4,4,4,4
32509,2,24,54,306
32510,0,29,59,333
32511,24,54,84,359
32512,25,55,85,360
32517,4,34,64,339
32519,8,33,62,242
32521,2,28,58,333
32523,25,55,85,85
32525,2,21,51,79
32527,21,51,81,356
32528,21,51,81,356
32537,8,36,66,155
32538,9,36,66,66
32539,13,42,71,71
32544,21,51,81,356
32545,29,59,89,364
32546,7,15,41,49
32548,11,41,71,346
32552,27,57,87,296
32557,15,45,75,165
32558,13,43,73,73
32559,16,46,76,350
32561,7,37,67,67
32562,10,37,67,342
32566,10,11,11,258
32576,7,35,65,321
32581,10,36,63,318
32588,2,31,58,237
32594,0,6,36,233
32598,15,40,70,70
32599,2,15,35,81
32600,0,0,0,0
32601,0,0,0,0
32602,7,7,7,7
32605,5,35,65,237
32612,26,56,86,265
32613,18,48,78,353
32614,19,49,79,354
32615,0,25,55,55
32619,25,55,85,355
32626,7,37,67,337
32627,3,30,60,327
32629,8,34,64,338
32630,11,41,71,345
32635,10,40,70,311
32641,7,37,67,247
32642,27,57,87,362
32643,11,39,69,343
32644,1,24,54,134
32647,20,50,80,80
32651,6,36,66,155
32652,12,42,72,341
32655,4,34,64,314
32656,6,30,30,30
32657,20,50,80,355
32660,5,28,47,206
32661,15,39,69,159
32662,5,35,65,230
32666,0,0,0,0
32669,1,24,54,145
32671,12,41,71,71
32672,21,51,81,356
32674,5,35,65,65
32675,7,34,64,182
32676,10,19,35,198
32678,4,34,57,324
32679,0,0,0,0
32683,10,40,70,70
32685,22,52,82,357
32686,6,31,49,64
32688,0,0,0,0
32691,8,35,65,183
32696,1,23,53,60
32697,17,47,77,351
32699,6,36,66,245
32700,30,60,90,157
32703,21,51,81,170
32712,3,29,59,302
32713,0,0,0,0
32714,16,46,76,351
32717,7,30,58,274
32719,14,43,73,227
32723,19,49,79,354
32727,2,31,61,205
32728,14,14,14,14
32729,11,41,71,346
32732,9,39,69,159
32733,14,44,74,348
32735,8,38,68,343
32736,3,29,33,308
32738,21,51,81,170
32739,6,36,66,155
32740,8,28,47,54
32744,17,47,77,166
32745,7,35,65,143
32748,13,43,73,161
32751,16,18,48,322
32752,15,33,63,152
32753,13,42,72,252
32755,17,41,71,332
32758,7,37,67,338
32759,3,28,58,60
32761,19,49,79,354
32768,7,35,65,154
32771,0,0,0,0
32774,1,20,50,222
32785,8,8,8,8
32790,30,60,90,365
32791,23,52,82,357
32793,18,24,53,53
32802,11,41,71,346
32803,6,36,66,67
32804,5,35,65,126
32815,8,38,68,158
32816,1,21,51,305
32819,10,40,70,97
32823,8,8,12,101
32824,27,57,87,362
32833,8,38,68,157
32834,10,40,70,338
32847,30,60,90,365
32849,6,33,63,338
32855,3,33,63,153
32856,15,45,75,349
32865,22,52,78,78
32867,2,2,6,6
32868,4,21,51,318
32869,0,0,0,0
32871,30,59,59,59
32872,0,0,0,177
32876,9,39,69,344
32877,12,42,72,162
32882,7,16,46,307
32883,15,45,75,75
32884,15,45,75,349
32885,21,51,81,171
32888,13,43,73,347
32890,12,40,68,338
32891,24,54,84,359
32892,4,25,45,294
32893,18,48,78,353
32894,10,10,10,10
32895,0,0,0,0
32898,8,36,64,89
32899,1,26,56,146
32900,0,1,31,31
32903,18,48,78,353
32905,15,45,75,165
32910,0,0,0,0
32911,3,6,6,35
32914,5,16,41,41
32920,12,12,12,12
32921,5,19,37,248
32922,21,51,81,81
32923,4,4,4,4
32924,4,34,64,153
32932,8,36,66,151
32935,10,40,70,342
32937,9,39,69,344
32939,8,31,61,151
32940,2,2,2,2
32944,11,39,64,339
32948,7,37,67,156
32953,8,8,8,8
32954,8,38,68,200
32955,8,18,18,245
32961,0,2,32,119
32964,12,39,68,158
32965,20,49,79,79
32966,0,0,0,0
32968,4,28,58,58
32969,8,8,8,8
32971,0,0,0,0
32978,7,37,64,339
32979,17,47,77,164
32984,5,35,44,44
32986,8,8,8,8
32987,8,8,8,8
32989,4,4,4,4
32993,20,50,80,355
32994,20,50,80,355
32995,25,55,85,360
32996,26,56,86,361
32999,24,52,52,265
33001,0,0,0,0
33008,0,0,4,61
33010,8,9,39,306
33015,4,17,33,33
33016,17,47,77,349
33017,3,33,63,331
33019,5,35,65,340
33024,8,38,68,158
33026,4,11,11,11
33028,7,37,67,325
33033,0,20,50,318
33035,9,36,66,341
33036,6,33,63,337
33037,24,54,84,359
33038,9,39,69,159
33041,6,36,66,279
33042,11,41,71,71
33044,2,32,62,325
33045,2,30,60,323
33048,2,19,49,320
33049,0,28,47,320
33050,2,30,59,323
33052,4,4,4,4
33055,12,42,72,346
33062,7,37,67,341
33065,21,50,80,347
33066,4,4,4,4
33067,4,4,4,4
33068,25,55,85,85
33072,0,1,31,306
33073,17,47,77,352
33075,0,20,44,108
33079,0,0,0,0
33085,19,49,79,259
33086,4,34,63,63
33088,3,3,3,3
33090,5,6,29,207
33091,19,49,79,354
33094,1,22,51,51
33095,1,27,54,138
33097,8,38,68,157
33101,5,32,59,59
33109,11,31,52,268
33110,9,39,69,339
33112,19,49,79,346
33113,5,30,55,325
33114,8,38,68,342
33119,14,16,16,29
33122,6,16,32,276
33128,3,28,58,184
33130,8,38,68,249
33131,8,35,65,330
33132,8,35,65,335
33135,7,37,67,247
33136,7,25,43,115
33139,17,47,77,288
33141,2,15,45,109
33145,15,45,75,102
33147,5,35,65,333
33149,11,41,71,251
33151,18,48,78,258
33152,5,14,22,22
33153,2,18,38,96
33154,0,0,0,0
33155,16,46,76,351
33160,0,30,60,335
33161,18,48,78,167
33162,0,1,4,104
33163,17,47,70,132
33164,10,40,70,345
33168,6,36,66,340
33169,21,51,81,170
33170,15,45,75,165
33171,9,39,69,303
33174,17,47,77,77
33175,5,33,63,338
33177,0,9,39,197
33179,22,52,82,357
33180,13,17,44,44
33181,21,51,81,81
33185,9,33,62,62
33187,25,55,85,354
33188,19,47,47,47
33190,11,41,71,250
33193,11,11,11,11
33194,6,36,66,341
33196,19,49,78,78
33201,19,49,79,168
33202,7,37,67,342
33205,7,27,57,297
33206,24,54,83,83
33207,23,53,83,110
33214,21,44,74,349
33216,18,45,75,350
33217,8,26,56,331
33218,21,21,21,21
33219,14,44,74,164
33223,15,45,75,165
33229,24,54,84,173
33232,3,31,61,333
33241,14,44,73,73
33242,2,3,11,186
33245,3,9,9,9
33247,10,40,70,160
33249,16,46,76,350
33252,14,15,15,15
33254,5,5,5,5
33257,5,32,62,327
33264,16,46,76,76
33269,0,0,0,0
33271,12,42,72,246
33275,17,37,67,330
33278,30,60,90,365
33279,6,33,63,338
33280,3,33,63,337
33281,3,25,55,330
33283,3,22,36,216
33286,18,48,78,168
33288,2,2,2,2
33289,12,12,12,12
33291,20,20,41,41
33294,30,60,90,365
33297,15,34,63,126
33300,19,49,79,169
33303,1,4,34,34
33305,22,49,79,79
33307,16,16,16,16
33308,0,0,0,0
33315,4,33,54,329
33316,15,45,75,349
33320,5,35,65,340
33321,4,4,4,4
33322,5,30,60,279
33327,22,52,74,337
33328,12,41,71,345
33330,2,2,2,23
33332,15,45,75,350
33342,19,49,79,353
33346,18,47,77,167
33347,7,37,67,342
33352,4,29,53,208
33358,0,2,32,306
33361,11,41,70,70
33365,13,43,73,73
33370,22,52,82,356
33372,12,17,17,33
33373,14,44,74,348
33375,8,31,61,336
33376,10,10,10,10
33379,11,41,71,161
33380,2,2,2,2
33384,30,60,90,365
33387,20,45,75,350
33393,29,59,89,179
33394,6,36,66,334
33397,2,12,12,139
33402,11,41,71,251
33404,3,31,55,303
33407,5,35,39,311
33413,13,13,13,14
33415,13,43,73,348
33426,12,39,69,239
33427,7,37,67,157
33428,8,38,68,158
33429,7,36,66,340
33432,17,47,68,68
33433,3,30,60,150
33434,11,41,71,161
33436,23,53,83,173
33437,14,42,42,42
33438,8,8,8,8
33447,7,20,50,321
33448,5,5,5,5
33450,10,10,28,302
33463,8,8,8,8
33464,6,6,6,6
33471,5,29,52,130
33473,4,34,64,154
33494,30,60,90,365
33496,16,46,76,323
33503,9,34,62,319
33506,3,12,12,12
33508,17,47,76,76
33509,0,23,51,247
33511,5,28,38,224
33513,13,43,73,73
33516,0,12,17,76
33521,6,36,66,66
33524,7,30,60,264
33526,2,22,48,250
33528,9,39,69,296
33530,12,42,68,272
33531,11,41,71,281
33532,1,19,28,189
33534,14,44,74,296
33535,0,19,19,99
33540,4,34,64,118
33547,12,42,72,347
33549,26,39,69,343
33551,17,47,70,326
33552,9,32,62,303
33561,0,28,48,171
33565,13,33,62,62
33566,26,56,86,86
33567,21,51,81,81
33568,16,44,74,348
33571,0,0,0,8
33573,1,31,61,61
33574,18,48,78,78
33575,5,34,64,64
33576,1,22,52,322
33577,19,20,20,222
33578,0,0,0,0
33586,9,39,69,344
33587,28,58,88,269
33590,12,42,72,162
33600,1,2,5,272
33603,8,9,12,287
33604,4,31,60,299
33606,3,3,3,3
33607,6,6,6,6
33612,5,29,56,312
33616,21,32,62,254
33617,2,31,31,217
33618,12,42,72,347
33619,15,45,75,346
33621,30,60,90,365
33623,18,48,78,353
33628,2,25,55,284
33631,26,56,86,332
33632,0,0,1,187
33634,13,38,68,280
33640,14,37,66,66
33641,0,0,0,0
33644,0,0,0,188
33652,5,35,56,331
33659,18,48,78,78
33662,3,21,46,115
33663,21,27,56,56
33664,0,0,0,0
33665,11,41,71,346
33667,21,51,81,356
33668,11,41,71,71
33670,16,46,76,76
33672,15,45,75,343
33674,8,38,68,343
33679,30,60,90,365
33680,2,2,2,2
33681,12,19,49,138
33682,21,51,81,354
33686,0,0,0,158
33689,10,40,70,339
33690,7,16,16,48
33693,0,1,31,211
33701,7,35,65,336
33703,6,36,66,139
33708,11,19,24,24
33728,5,35,65,93
33731,15,44,74,163
33744,24,54,84,173
33755,7,37,67,329
33757,2,32,62,249
33768,14,40,43,318
33771,16,46,76,350
33772,1,31,61,318
33777,0,4,8,8
33787,14,18,45,45
33788,3,21,24,292
33790,2,14,19,19
33793,17,47,77,167
33796,30,60,90,365
33801,21,25,52,52
33802,23,29,29,29
33803,10,14,41,41
33804,4,4,4,4
33806,27,57,87,361
33807,7,29,59,59
33808,0,1,31,72
33810,19,49,79,79
33818,5,33,63,338
33822,5,17,17,17
33824,10,10,10,10
33827,0,0,3,3
33828,2,6,6,223
33834,1,22,22,155
33843,10,40,68,248
33844,0,28,58,333
33846,23,53,83,358
33851,5,33,63,135
33853,3,33,63,338
33854,3,33,63,324
33862,4,4,20,110
33863,6,36,66,147
33864,2,32,62,336
33868,0,0,0,0
33871,16,46,76,166
33875,0,0,1,130
33876,12,42,72,347
33877,13,31,61,328
33882,17,47,76,76
33888,20,50,80,355
33889,17,45,49,106
33890,26,56,86,86
33891,14,44,74,348
33894,14,44,74,349
33902,0,0,16,16
33906,0,0,0,0
33909,3,24,54,329
33910,7,33,63,322
33912,7,7,7,163
33913,0,0,0,0
